name	index	f
P31749	125	1
Q96J92	126	0
Q99759	127	1
Q13163	128	0
O75460	129	0
Q9Y2U5	130	1
O43353	131	0
Q9Y572	132	1
P15056	133	1
Q99683	134	1
Q9NWZ3	135	0
O95382	136	0
Q8TF76	137	1
Q9BYT3	138	0
Q9NY57	139	0
Q16644	140	0
Q13554	141	0
Q8IW41	142	1
Q9BZL6	143	1
Q52WX2	144	0
Q9UQM7	145	0
Q13557	146	1
Q5S007	147	0
Q9H093	148	0
Q92918	149	0
P51957	150	0
Q8IVH8	151	0
P51817	152	0
Q9UQB9	153	0
P22694	154	0
P31751	155	1
Q9UBS0	156	0
Q96GD4	157	0
P49760	158	1
Q09013	159	0
P49761	160	0
Q9Y463	161	0
Q9H2X6	162	0
Q86Z02	163	0
Q9H422	164	0
P51617	165	0
Q9BYP7	166	0
Q9BXA6	167	0
Q8IY84	168	0
Q13546	169	1
Q9H0K1	170	1
P57058	171	0
Q9NRH2	172	1
Q9P0L2	173	0
Q7KZI7	174	1
Q9BXA7	175	0
O60285	176	0
Q14680	177	1
P27448	178	1
Q8IWQ3	179	1
Q8TDC3	180	0
Q9Y2K2	181	1
Q13131	182	1
P57059	183	0
P54646	184	0
P49840	185	0
P53778	186	0
Q13535	187	1
P78527	188	1
Q8WTQ7	189	0
Q6XUX3	190	0
P24941	191	0
P06493	192	1
Q00526	193	0
P48730	194	1
Q9NRM7	195	1
P27037	196	0
Q13705	197	0
Q04771	198	0
P36897	199	0
Q8IXL6	200	0
Q16654	201	0
P19525	202	1
O15075	203	0
P49674	204	0
P36896	205	0
O95835	206	0
P25098	207	0
P32298	208	0
P35626	209	0
Q96RG2	210	0
Q12851	211	1
P78368	212	0
Q13164	213	0
P45983	214	0
Q9UQ07	215	0
Q8NE63	216	0
O15264	217	0
Q15759	218	0
P48729	219	0
Q96QT4	220	0
Q15118	221	0
Q8TD19	222	1
Q13233	223	0
Q9H2G2	224	1
O94804	225	0
Q00532	226	0
Q9UPZ9	227	0
P20794	228	0
Q13627	229	1
O76039	230	1
Q92630	231	0
Q9NR20	232	0
O43781	233	0
Q9Y2H1	234	0
Q13976	235	0
P17612	236	0
P22612	237	0
Q96SB4	238	1
P78362	239	1
Q9UPE1	240	0
O75385	241	1
Q9BUB5	242	1
Q9HAZ1	243	0
Q9Y5S2	244	1
O75116	245	0
Q13237	246	0
Q86SG6	247	0
Q9UHD2	248	1
Q13043	249	1
Q9HCP0	250	1
Q9P2K8	251	0
Q13177	252	1
P51955	253	0
O75914	254	0
O14578	255	1
Q13153	256	1
Q13464	257	1
Q96NX5	258	0
Q99558	259	0
P04049	260	1
Q9UK32	261	0
Q16816	262	0
P05771	263	0
Q02156	264	0
P41743	265	1
P17252	266	1
O96013	267	1
Q15208	268	0
Q8TDX7	269	1
Q8NG66	270	0
Q8N4C8	271	0
Q05513	272	0
Q04759	273	0
Q05655	274	1
P05129	275	1
Q9H1R3	276	0
Q9NQU5	277	1
P15735	278	0
P23443	279	0
Q5VT25	280	1
O00141	281	0
Q15418	282	1
Q86YV6	283	0
Q9Y243	284	1
Q9P286	285	0
O94806	286	0
Q9P289	287	0
Q15746	288	1
Q8N752	289	0
Q9HBH9	290	1
Q76MJ5	291	0
Q9UL54	292	1
Q7L7X3	293	0
Q9H4A3	294	1
O00506	295	0
Q9Y6E0	296	0
P24723	297	0
P49759	298	1
Q15349	299	0
Q8NEV4	300	0
Q96BR1	301	0
O95819	302	1
Q14289	303	0
M0R0W6	304	0
A8K3B6	305	0
P04629	306	0
P14616	307	0
P08069	308	0
P22607	309	0
A0A024R8K3	310	0
P43403	311	0
P21802	312	0
P06213	313	0
Q05397	314	1
P35916	315	0
Q16620	316	0
B4DVP5	317	0
P42679	318	0
Q96CY4	319	0
Q6ZWH5	320	0
P53671	321	0
Q15569	322	0
P53667	323	1
A4D1H4	324	0
Q15120	325	0
Q504U8	326	0
A0A024R273	327	0
P45985	328	1
Q01538	329	0
B4DV95	330	0
Q08345	331	0
Q13470	332	0
Q59H18	333	0
P09769	334	0
P07949	335	0
O15146	336	0
A0A024R8E2	337	0
H0YNK6	338	0
Q08881	339	0
Q06187	340	0
P08631	341	0
P42680	342	0
P21709	343	0
Q02763	344	0
P51813	345	0
Q07912	346	0
B4E058	347	0
P54753	348	0
P07332	349	0
P07948	350	0
P06241	351	0
E9PJX5	352	0
Q15303	353	0
P42681	354	0
P29322	355	0
P04626	356	1
P12931	357	0
A0A0S2Z3Y8	358	0
P07947	359	0
A0A024R7M7	360	0
A0A024R7E4	361	0
O60674	362	0
P08922	363	0
B6D4Y2	364	0
P07333	365	0
P16234	366	0
A0A024RDA0	367	0
P36888	368	0
Q9H3Y6	369	0
A0A024R906	370	0
P30291	371	0
P42684	372	1
P23458	373	0
P17948	374	0
P09619	375	0
A0A024RD88	376	0
A0A024R759	377	0
P16591	378	0
Q12866	379	0
P29376	380	0
P54760	381	1
A0A0B4J1T8	382	0
A0A140VJJ0	383	0
Q15375	384	0
A0A024R452	385	0
B7ZKJ3	386	0
A0A024QZA8	387	0
B4DSE0	388	0
A0A0S2Z3Q6	389	0
P54762	390	0
Q13882	391	0
P42685	392	0
O00418_S74	393	1.6515272614798437
O00418_S78	394	1.7239196654578794
O14578_S1917	395	-1.740642623870622
O14757_S296	396	2.0023897777683892
O14976_S778	397	1.6216934271912127
O14976_S780	398	1.864767538451236
O14976_S783	399	3.130445014559836
O14976_S784	400	2.5343739683922326
O14976_S785	401	1.5852364366070688
O14976_T776	402	1.6053741605126586
O15530_S27	403	1.0055263041422773
O15530_S35	404	1.9723437777027968
O43683_S655	405	1.7713658365111211
O75385_T636	406	1.344954899674656
O75676_S343	407	-1.839278854777909
O75676_S681	408	-2.4069478501592396
O75676_S737	409	1.4380880538087322
O76039_S446	410	1.0346874304358202
O94921_S120	411	1.371210066752024
O95747_S339	412	3.05872750188502
O95747_S347	413	1.6997538219615311
O95747_S359	414	-1.6566629646590592
O95747_T310	415	3.872107670140215
O95747_T331	416	3.1797008650966383
O95747_T417	417	-1.0799697360843137
O95819_S580	418	2.538392582199535
O95819_S585	419	3.247657185748966
O95819_S629	420	-3.68787363914187
O95819_S649	421	1.1413952460784849
O95819_S830	422	3.488987087754353
O96013_S97	423	-2.8773256216856
O96013_S99	424	-1.1437339441592158
P04049_S295	425	-1.0350956294636209
P04049_S43	426	1.2568618365111313
P04049_T640	427	1.0427274956278012
P04626_S1054	428	-1.4234241683271236
P04626_S1073	429	-1.218478474969606
P04626_S1100	430	-2.5830013073441886
P04626_S1134	431	2.0912738502852513
P04626_S998	432	-2.960079652601296
P04626_T1060	433	-1.2078828366890892
P04626_T1103	434	-3.643985616275401
P05129_T655	435	-2.9072991669115744
P15056_S446	436	2.426458043259169
P15056_S447	437	1.787436730468933
P15056_T440	438	1.6552278997853378
P17252_T11	439	1.7607520753644614
P19525_S456	440	1.805786668523293
P27361_T202	441	2.62764461730149
P27448_S383	442	1.851361285607105
P27448_T536	443	-1.5093995078737699
P27448_T559	444	-1.9295250755463336
P28482_T185	445	1.050393343346549
P28482_T190	446	1.0530514964509639
P31749_S126	447	2.057564115878014
P31751_S126	448	1.6316018149453733
P31751_T309	449	1.1748904690354234
P31751_T313	450	1.8058289808361359
P41743_S11	451	-1.2980155184261086
P41743_S7	452	-1.0255406195814647
P41743_T9	453	-1.8911352520833855
P42684_S602	454	-1.2277292119558307
P45985_S394	455	1.2805969134940653
P45985_T78	456	1.0386795415420966
P48730_T347	457	-1.256120509087955
P48730_T355	458	-1.4421825062299227
P49137_S219	459	1.7560673650121466
P49137_T222	460	1.7705762937971325
P49759_T138	461	1.2211423638308236
P49841_S21	462	-2.1069584350036
P51812_S21	463	1.0470881078442993
P51812_S386	464	-1.3437033978712005
P53355_S333	465	-1.4286132986709994
P53667_S296	466	-1.351786452801825
P53667_S302	467	-1.6979029712978004
P53667_S307	468	-2.4991256177938865
P54760_S769	469	1.0786711804099482
P78362_S10	470	1.663760677823488
P78362_S380	471	2.649552594293846
P78362_S52	472	3.840297315733954
P78527_S2672	473	-1.0704492090533169
P78527_S2677	474	-1.7315988287361002
P78527_T3198	475	1.0098397693663674
Q00536_S480	476	1.4876200398492934
Q00537_T124	477	1.8949668580204264
Q05397_S390	478	2.8083760965940527
Q05397_T408	479	2.251480016162981
Q05655_S647	480	-1.846301576985148
Q07002_S94	481	1.7469670066776128
Q12851_S394	482	1.6524403987951573
Q12851_T398	483	2.827012486376267
Q13043_S320	484	1.0546433973774825
Q13043_S327	485	1.2379063643067134
Q13131_S356	486	1.158724576113224
Q13131_S502	487	1.1411683635540335
Q13131_S506	488	1.9512228032324082
Q13153_S174	489	-2.70420434646638
Q13153_S199	490	-1.7533032869113008
Q13153_S220	491	-1.7473425365415007
Q13153_S223	492	-2.3220665557684477
Q13153_T225	493	-1.63704741215302
Q13177_S141	494	-2.2456133347232274
Q13177_S2	495	1.1796471718437438
Q13177_T162	496	2.14080389464962
Q13188_S323	497	1.9435548738219683
Q13188_S406	498	-2.108622584206733
Q13464_T219	499	1.3208252787140555
Q13523_S23	500	-1.428587026081642
Q13523_S257	501	-4.334114651649285
Q13523_S292	502	1.7458906840730322
Q13523_S328	503	-2.5510040514819554
Q13523_S368	504	1.3388803493656258
Q13523_S431	505	2.819195442677186
Q13535_T1989	506	1.0151268399892341
Q13546_S331	507	2.4494717629405702
Q13557_S276	508	1.3940611987989904
Q13557_S333	509	-3.188480468704048
Q13557_T331	510	-1.3455125078526287
Q13627_S529	511	-1.0356677339445213
Q13627_T532	512	1.0703871683280326
Q14004_S662	513	2.2060212894838376
Q14004_S664	514	1.596449824248971
Q14004_T1058	515	-1.4956486832832852
Q14012_T177	516	1.3507501136784228
Q14164_S664	517	2.783963495065098
Q14680_S352	518	2.022718106059637
Q15139_S235	519	2.6889061344293914
Q15139_S249	520	1.1430665908699087
Q15139_S421	521	-7.074790079281231
Q15418_S363	522	-1.5317674941440576
Q15418_T359	523	-1.651997936657338
Q15418_T384	524	1.084783792702499
Q15746_S1779	525	1.5784917461221513
Q16512_S376	526	1.7299900607965313
Q16513_S306	527	1.5846748978626444
Q16513_S559	528	1.2179348734347926
Q16513_T564	529	1.0400740434446316
Q16539_T180	530	1.5135845409419506
Q16584_S740	531	-2.1512742009679826
Q16584_T526	532	1.6386355739888536
Q2M2I8_T27	533	-1.0095264576682297
Q2M2I8_T389	534	1.1519730848144611
Q2M2I8_T620	535	2.4531221178153775
Q5VT25_S1651	536	-1.1174033675353439
Q7KZI7_S631	537	1.8300409279269356
Q7KZI7_S633	538	1.8300405769400658
Q7KZI7_T472	539	-1.0213050246276651
Q8IW41_T182	540	1.0267926791686879
Q8IWQ3_S393	541	1.7570579389798038
Q8TD19_S2	542	1.3588513951738292
Q8TD19_T886	543	-1.837479311559468
Q8TDX7_S195	544	1.015634133138331
Q8TF76_S143	545	2.217608000427017
Q96GX5_S597	546	1.328801997004307
Q96KB5_T26	547	-1.0675411183934802
Q96L34_S567	548	1.1560268170949168
Q96Q15_S3570	549	1.513233706957779
Q96Q15_S3576	550	2.4944410127356687
Q96Q15_T3573	551	1.4883741388638079
Q96SB4_S26	552	3.006640319061148
Q96SB4_S39	553	2.6913037475922295
Q96SB4_S51	554	2.0316415898357896
Q99683_S1029	555	-1.343774761722429
Q99759_S168	556	1.3905745029753653
Q99759_S176	557	2.1566865784821037
Q99759_S340	558	1.576454373474169
Q99986_S365	559	1.2051075619594922
Q99986_T380	560	1.3285211735843454
Q9BQI3_S253	561	1.7382960587046181
Q9BQI3_S258	562	1.416280310540282
Q9BUB5_S221	563	1.6942114363520844
Q9BZL6_S203	564	1.3582537091466662
Q9BZL6_S241	565	2.8370344371017495
Q9BZL6_S244	566	1.7252580153710504
Q9BZL6_S245	567	1.4538348487343171
Q9BZL6_T247	568	-2.224742468317796
Q9H0K1_S486	569	1.0027597219689053
Q9H2G2_S341	570	-1.5489844804778343
Q9H2G2_S565	571	-1.2827229576315293
Q9H2K8_S324	572	-2.268407661536287
Q9H2K8_S331	573	1.1033838589271312
Q9H4A3_S174	574	-1.1268566190767402
Q9H4A3_S2037	575	-1.7768661705181987
Q9H4A3_S2038	576	-2.638322105297867
Q9H4A3_S382	577	1.4581792712675217
Q9HBH9_S455	578	-1.8052739718203643
Q9HBH9_S74	579	1.876530097404249
Q9HCP0_S35	580	1.0432952155605015
Q9NQU5_S236	581	1.5077221749919172
Q9NQU5_S246	582	1.2540557081562458
Q9NRH2_S570	583	1.0563607052393476
Q9NRM7_T406	584	1.1348717008277038
Q9NSY1_S1029	585	2.8833950044701844
Q9NYL2_S275	586	-2.6549700459638945
Q9NYL2_S3	587	-1.5843307565377645
Q9NYL2_S593	588	1.481346704109832
Q9NYV4_S383	589	1.469163041691349
Q9NYV4_S385	590	1.9816154942272064
Q9NYV4_S681	591	1.4200920638607624
Q9NYV4_S685	592	1.5864957785857996
Q9NYV4_T1074	593	1.6152056268823998
Q9NZJ5_S1092	594	-1.939712438187538
Q9NZJ5_S1094	595	-1.357369113524367
Q9NZJ5_S715	596	1.7578685028887246
Q9NZJ5_T561	597	-2.02467841479678
Q9UEW8_S370	598	-2.0606033082372743
Q9UEW8_S385	599	2.4434851194277023
Q9UHD2_S716	600	2.4853465277488827
Q9UKI8_S134	601	2.2172244576597677
Q9UL54_S486	602	-1.8528248872695343
Q9Y2K2_T221	603	1.5055144762644357
Q9Y2U5_S297	604	1.9001175283852003
Q9Y4K4_S400	605	1.9289382231157184
Q9Y572_S339	606	2.212845720496846
Q9Y572_S418	607	1.100830153766939
Q9Y5S2_S1690	608	-2.533872397476433
Q9Y6M4_T29	609	1.1147737008914191
P04626_Y1127	610	1.601202657129491
P04626_Y735	611	-1.8186367074307341
P06493_Y19	612	1.8270558901206986
P19525_Y27	613	-2.0765215649165523
P27361_Y204	614	1.906400685279321
P28482_Y187	615	1.0798116269034406
P31751_Y316	616	2.6580494355856814
P49137_Y225	617	1.207180648843746
P49760_Y153	618	2.1365617706196467
Q05397_Y397	619	1.3656271243596763
Q13153_Y429	620	1.3831877077830903
Q8IW41_Y189	621	-1.7064118930963659
Q9Y243_Y312	622	1.0489720059595644
A0AVK6_S102	623	-1.5846675833562447
A0AVK6_S664	624	-1.6165111935328316
A0FGR8_S691	625	-2.156084540482956
A0FGR8_S693	626	-1.5627167609064667
A0FGR8_S699	627	-1.4256148307486
A0FGR8_S748	628	-1.0147770706706183
A0FGR8_S758	629	2.5117428224065286
A0FGR8_S761	630	1.4174334723289643
A0FGR8_T701	631	-2.065359464830344
A0JLT2_S196	632	1.1477805683436682
A0JNW5_S987	633	-1.0892465545050758
A0JNW5_T429	634	-1.3394903812376384
A1A5D9_S277	635	-1.2601668542773208
A1A5D9_S36	636	1.2389103591627908
A1KXE4_S10	637	1.3331484489019658
A1L170_S48	638	-1.892894748964725
A1L390_S1079	639	2.2968629219779277
A1L390_S1081	640	3.1488289689996556
A1L390_S1100	641	-1.6462690595932905
A1L390_S448	642	1.6692799861853143
A1L390_S488	643	1.560167444424664
A1L390_S638	644	1.0534406457010927
A1L390_S640	645	1.1413765239606661
A2RUS2_S472	646	2.033304303396502
A3KN83_S693	647	-1.4585669698797723
A4D2B0_S252	648	1.3301380156650229
A4UGR9_T211	649	4.1011300594984
A6ND36_S688	650	-1.0938651927163345
A6ND36_T689	651	-1.1036995151474027
A6NDB9_S181	652	2.0428821076676638
A6NDB9_S544	653	-1.4820779207249668
A6NDB9_S548	654	2.0158298496164164
A6NDB9_S550	655	1.1613051073962168
A6NDB9_T412	656	1.9871969149968294
A6NFI3_S22	657	-1.0563663136233696
A6NFI3_T100	658	-1.1518457314911323
A6NFI3_T7	659	-1.202297459169099
A6NGB9_S202	660	1.7279906198004014
A6NGB9_S281	661	1.2015880113651516
A6NGB9_S390	662	-2.342966403171909
A6NHR9_S13	663	-2.3311998481647933
A6NKD9_S258	664	2.0688821774120907
A6NKF1_S402	665	1.66246737574137
A7E2V4_S1099	666	-1.0559036589325927
A7E2V4_S1156	667	-1.4010252988219403
A7E2V4_S48	668	-1.7356750432534547
A7E2V4_S53	669	-1.208664093388835
A7KAX9_S1234	670	-2.2402057376288713
A7KAX9_S655	671	1.0858492060832035
A7KAX9_S685	672	-1.1529484664894003
A7KAX9_S703	673	-1.7757030429273986
A7KAX9_S706	674	-1.8577045338903844
A7KAX9_S709	675	-1.793851688880908
A7KAX9_T711	676	-1.681095828469184
A8CG34_S262	677	1.3917131862221908
A8CG34_S368	678	1.1639316043384085
A8CG34_S412	679	-2.763641608205731
A8CG34_S443	680	5.10996326749448
B2RTY4_S1258	681	-2.3990079300517095
B2RTY4_S1342	682	1.908575215915171
C9JLW8_S18	683	-1.4632959688414964
C9JLW8_S25	684	1.0761676376215021
O00151_S187	685	-1.3604090428787323
O00161_S161	686	1.3194272852642062
O00161_S6	687	1.211107587628236
O00170_T162	688	-3.9376565192194803
O00192_S267	689	1.251789056771333
O00192_T265	690	1.0355943798053335
O00193_S147	691	1.0529097105691996
O00193_S15	692	-3.803177281536655
O00193_S17	693	-4.070514076468953
O00193_S25	694	1.321971416262084
O00267_S773	695	3.2424839985067297
O00267_T775	696	1.0749772834440225
O00299_S156	697	1.3351915820197124
O00299_T155	698	1.224343034270433
O00400_S2	699	1.9734994564331636
O00400_S22	700	-1.511779307621815
O00425_S180	701	2.515127109375552
O00425_T245	702	1.1574829935918505
O00443_T1555	703	1.9019686106401075
O00479_S80	704	-2.0662199284830916
O00499_S296	705	-1.6067000056233312
O00499_S298	706	-1.579528080630066
O00505_S56	707	-1.5892899370006592
O00505_S60	708	1.8511756142155136
O00512_S35	709	1.2901441844522097
O00512_T115	710	1.001036121705198
O00512_T167	711	1.5311920052911603
O00515_S121	712	1.1493724011193578
O00515_S347	713	-1.4535811496928837
O00515_S355	714	-1.0690827364773448
O00515_S356	715	-1.6467728721226038
O00515_S38	716	-3.6699867525156638
O00515_S39	717	-2.286927243687284
O00515_T40	718	-1.8614888264009597
O00562_T389	719	1.2209177897128338
O00566_S242	720	-2.321790798585786
O00567_S465	721	1.675150873948148
O00567_S467	722	1.7560940771305287
O00567_S520	723	-2.2661366435926755
O00567_S563	724	-1.2721932822136175
O00567_S569	725	1.1128018276728913
O00567_T468	726	1.8137936169649187
O00567_T525	727	1.2642434490612011
O00571_S605	728	1.006437968170399
O00571_S606	729	-1.1664028752987878
O00571_S615	730	-1.1770630474896233
O00625_S17	731	-2.9467163611642153
O00712_S264	732	-2.7575244881269665
O00716_S163	733	1.3219063268087456
O00767_T351	734	-1.7646298639555926
O14497_S1182	735	1.2281731860432004
O14497_S1184	736	1.2546171102617532
O14497_S1204	737	1.9139372351864115
O14497_S769	738	1.3070397216376293
O14497_T1884	739	1.113216291743763
O14523_S681	740	1.2164535199536317
O14523_T417	741	1.5712160063899017
O14524_S368	742	-1.572286677181701
O14544_T22	743	1.2867991054738166
O14579_S10	744	-1.3082443059580626
O14617_S829	745	-1.107429460351014
O14617_T824	746	1.6470428532467967
O14617_T826	747	-1.2881302953969325
O14639_S426	748	-1.4425136912134473
O14639_S431	749	-1.8638832289358902
O14639_S450	750	-1.912940863278262
O14639_S452	751	-1.6147299112214313
O14647_S1373	752	1.4789946067087545
O14647_S1795	753	-2.220951719010843
O14662_S41	754	1.2646999971279076
O14681_S326	755	1.0324624032641658
O14682_S406	756	1.7404836496381346
O14686_S1151	757	1.1539877499791107
O14686_S4849	758	1.5311997671038924
O14686_T1681	759	1.6269436958925727
O14686_T2240	760	-1.858680892934066
O14686_T4682	761	1.3491273846507807
O14713_S13	762	-1.453760982703841
O14713_S14	763	-1.390891134278414
O14713_S16	764	-2.4335500763753526
O14713_S17	765	5.239750984253677
O14737_S119	766	1.109445637431424
O14745_S288	767	-6.0530492635462405
O14745_S290	768	-4.654075967157368
O14745_S291	769	-3.8361209450777842
O14745_S294	770	-1.8381774732947704
O14745_T293	771	-3.046782738058443
O14791_S314	772	1.5856119443070789
O14827_S794	773	-4.196997288868108
O14908_T238	774	-3.6724751701294114
O14908_T252	775	3.0567517834664457
O14924_S172	776	-1.0542221983350935
O14974_S472	777	-1.2457750283392457
O14974_S507	778	-5.140401867658701
O14974_T419	779	1.875549378199242
O15013_S1284	780	1.2691198372517523
O15013_S1285	781	1.134019834720993
O15013_S1287	782	1.9633578339077005
O15013_S59	783	1.952084067655667
O15014_S358	784	-2.5904909445129647
O15014_S361	785	1.2157539743217018
O15014_S379	786	1.9221240058760518
O15014_S467	787	-1.127243606061258
O15014_T1315	788	1.5875549143196288
O15014_T483	789	2.0202470245532673
O15020_S2171	790	1.675754607130969
O15021_S1296	791	1.2390049048957312
O15021_S1419	792	3.8166560702596897
O15021_S1467	793	2.216616278019572
O15021_S1828	794	1.160071494236366
O15027_S1327	795	1.2894991060677672
O15027_S1356	796	3.2003821614992933
O15027_S1359	797	1.922442219023301
O15027_S1398	798	1.6331763535752195
O15027_S2280	799	1.4188136868856986
O15027_S2285	800	1.1124267797129335
O15027_S587	801	1.3090820598779018
O15027_T1325	802	2.13944321879792
O15027_T1407	803	1.1351717866426014
O15027_T578	804	1.3406074569861328
O15031_S1570	805	1.0972594990948679
O15042_S485	806	1.1468688021997586
O15042_S49	807	1.9972631891030392
O15042_S946	808	2.0582549077327723
O15042_S948	809	-2.1009767038116802
O15056_S1122	810	1.8461339343794894
O15056_S1251	811	1.5356279781852997
O15056_T1246	812	1.33524855749965
O15085_S1480	813	1.3006147258821645
O15085_S1519	814	1.548544740506582
O15085_S2	815	2.4490964336946828
O15085_S501	816	-2.939103515332299
O15085_S545	817	-1.4012783525939483
O15085_S635	818	1.0295603450390516
O15085_T1462	819	1.7364710459988988
O15085_T1513	820	1.7752558331998234
O15085_T672	821	1.8876662610802146
O15126_T45	822	1.2198805188483988
O15127_T109	823	1.0387933559703075
O15151_S340	824	2.412538249730339
O15151_S342	825	2.043422925148855
O15151_S344	826	1.6142525948276756
O15151_T347	827	1.2642548455806466
O15160_S4	828	1.4336937811371637
O15164_S660	829	1.0374633344220001
O15164_S802	830	-1.3215887091963907
O15195_S723	831	1.0663794633184676
O15211_S617	832	-1.651639953245306
O15211_T635	833	1.2468857213675033
O15226_S428	834	1.9325110382871102
O15231_S153	835	2.699534371218384
O15231_S155	836	2.146321434929181
O15231_S446	837	-1.2522042194891903
O15231_S452	838	-1.0170408919245517
O15231_S465	839	-3.2621242415040914
O15231_S468	840	-3.081357498857903
O15231_S469	841	-1.0129934197038537
O15231_S534	842	-1.3325825421638342
O15231_T154	843	2.755565332423771
O15231_T513	844	1.2108317202329406
O15234_S117	845	-1.3894889764953486
O15234_S140	846	-3.975636290347472
O15234_S358	847	-1.1462392908518346
O15234_S363	848	-1.203737596466933
O15327_S496	849	1.1379239282036107
O15344_S513	850	-1.857513767726335
O15344_S92	851	-1.3092256623181466
O15355_S173	852	-1.2172962592083927
O15355_S183	853	-1.3852222964798226
O15355_T177	854	1.1735697124936788
O15400_S137	855	3.623060611210679
O15400_T4	856	1.3539164060874267
O15417_S1136	857	3.022021031711315
O15417_S1540	858	-3.1500089479575752
O15427_S436	859	-1.0186930987656755
O15438_S908	860	1.254908833059556
O15440_S509	861	1.1077503497620338
O15440_S558	862	1.0888837951528902
O15446_S488	863	1.501970122314507
O15446_S490	864	1.709177238757933
O15446_T496	865	1.4638517552925006
O15541_S253	866	1.079344921461944
O15550_S1065	867	4.909484796709663
O15551_T204	868	1.3398272744826034
O43148_T77	869	1.338042784315256
O43149_S1540	870	-2.182605182098568
O43150_S701	871	1.7651512469435247
O43150_S809	872	-1.2101415122968646
O43150_S822	873	1.1146408250764175
O43151_T121	874	2.320786655722033
O43156_S459	875	-3.242884427763597
O43166_S1170	876	-2.1125429143381727
O43166_S1255	877	2.5299116127100927
O43166_S1565	878	-1.0576572678829326
O43166_S1588	879	2.6007707017467023
O43175_S349	880	-1.220839477222066
O43194_S380	881	-1.4377164504970228
O43194_S427	882	1.152192570377812
O43194_S430	883	1.7692752818675679
O43194_T381	884	-1.8609649169617413
O43237_S203	885	1.108089421724669
O43237_S205	886	1.2808204389695348
O43237_S383	887	-2.7962585403078215
O43290_S598	888	1.7485341633011497
O43294_S137	889	2.1905253680313717
O43294_S140	890	2.354936713416256
O43294_T180	891	1.4952081897206693
O43295_S895	892	1.2028486181573985
O43296_S150	893	1.3022032460785375
O43303_T382	894	1.179618756043368
O43314_S38	895	1.5508234707768676
O43314_T1183	896	1.8917289236066637
O43365_T150	897	1.1429872690160678
O43379_S1047	898	1.2147720143133984
O43379_S1048	899	1.086978302441267
O43379_S1070	900	1.3882711724978556
O43379_S1123	901	-1.5630074950861665
O43379_T1053	902	1.1150550637064764
O43395_S133	903	1.1369958261403337
O43395_T608	904	2.743141067747093
O43396_T117	905	1.6599459061841326
O43399_S161	906	-1.5256521091602764
O43399_S201	907	-2.794031433627433
O43399_S21	908	1.4151148124191444
O43399_T163	909	-3.1941445329362175
O43399_T23	910	1.4840451884941608
O43399_T29	911	2.9729059443775476
O43426_S1215	912	-1.1874307101079662
O43426_S1392	913	-2.469907102119336
O43432_S1128	914	-1.055117690875461
O43432_S1407	915	1.9026807505640644
O43432_S1409	916	1.0355745231782958
O43432_S230	917	-3.225211248041351
O43432_T1127	918	-1.0355853107037039
O43491_S16	919	-1.1423353262162586
O43491_S38	920	-2.4766104635237802
O43491_S715	921	-2.5821522097215155
