name	index	f
O15111	123	0
Q15835	124	0
Q96RG2	125	1
Q9Y2H1	126	1
P32298	127	0
Q13233	128	1
O95835	129	1
Q9HCP0	130	1
Q9NRM7	131	1
Q9UK32	132	0
O00311	133	0
P37173	134	1
P33981	135	1
Q9UKI8	136	1
Q13873	137	1
Q9NZJ5	138	1
P57078	139	0
P53350	140	1
Q8WXR4	141	1
Q13627	142	1
P36896	143	0
P49759	144	1
P49761	145	0
O95747	146	1
P00540	147	0
Q13188	148	1
O00418	149	1
Q9UEE5	150	1
Q9H2K8	151	1
Q9UEW8	152	1
Q9HAZ1	153	0
P51817	154	0
P22694	155	0
Q09013	156	0
Q15208	157	1
P49760	158	1
Q9UQB9	159	0
Q9Y463	160	0
O43781	161	0
Q5VT25	162	1
P22612	163	0
Q8TD19	164	1
Q9Y2U5	165	1
P78527	166	1
P51955	167	0
Q13535	168	1
Q7KZI7	169	1
P27448	170	1
Q9P0L2	171	0
Q8IWQ3	172	1
Q9BXA6	173	0
P57059	174	0
Q9Y2K2	175	1
Q16816	176	0
Q16644	177	0
P15735	178	0
Q9BZL6	179	1
Q13043	180	1
P24723	181	1
Q9Y6E0	182	1
Q9P289	183	1
P20794	184	0
P49841	185	1
P49840	186	1
O60285	187	0
Q8TDC3	188	0
P54646	189	0
Q8IXL6	190	0
Q13557	191	1
Q52WX2	192	0
Q9BUB5	193	1
Q9NQU5	194	1
Q13131	195	1
Q9H1R3	196	0
P49137	197	1
Q96QT4	198	1
Q9UQM7	199	0
Q96QP1	200	0
O00238	201	0
P36894	202	0
O43353	203	1
Q13177	204	1
Q96J92	205	0
Q13976	206	0
Q16566	207	1
Q9H4A3	208	1
O96013	209	1
Q9P286	210	0
O75914	211	0
O43293	212	0
P48729	213	1
P78368	214	0
P48730	215	1
Q9H2G2	216	1
Q12851	217	1
P51812	218	1
Q9UBS0	219	0
Q15418	220	1
O14578	221	1
Q6P2M8	222	0
P23443	223	1
Q15349	224	0
O76039	225	1
O75582	226	0
O00141	227	0
Q76MJ5	228	0
Q9NR20	229	0
Q8NE63	230	0
Q9H2X6	231	0
Q92630	232	1
Q8WTQ7	233	0
P04049	234	1
P15056	235	1
P36897	236	0
P53355	237	1
Q9UIK4	238	0
Q8IU85	239	1
O75676	240	1
Q32MK0	241	0
Q8TF76	242	1
Q5S007	243	0
Q9UL54	244	1
P17252	245	1
Q13554	246	0
Q6P5Z2	247	0
Q14012	248	1
O14965	249	0
Q16513	250	1
O15530	251	1
P31749	252	1
Q9H422	253	0
P57058	254	0
Q9P2K8	255	1
P27037	256	0
Q13705	257	0
P19525	258	1
Q9UPE1	259	0
Q96SB4	260	1
P78362	261	1
Q00532	262	0
O94804	263	1
Q86SG6	264	0
Q96NX5	265	0
Q9H093	266	0
P17612	267	0
Q86YV6	268	0
Q86Z02	269	0
Q9UQ07	270	0
Q9NY57	271	0
Q99759	272	1
Q13163	273	1
Q9HBH9	274	1
Q13153	275	1
Q8TDX7	276	1
Q6XUX3	277	1
Q04771	278	0
P35626	279	0
P31751	280	1
Q96GD4	281	0
Q05513	282	0
Q05655	283	1
Q99558	284	0
Q02156	285	1
P41743	286	1
P05129	287	1
Q9Y243	288	1
Q8N752	289	0
Q13237	290	0
Q15746	291	1
Q9Y5S2	292	1
P05771	293	0
O95819	294	1
O00506	295	0
Q7L7X3	296	1
Q8NEV4	297	0
P25098	298	1
Q04759	299	1
O75116	300	1
Q13464	301	1
Q96BR1	302	1
Q15120	303	0
P53671	304	1
Q59H18	305	0
A0A024R8K3	306	0
A4D1H4	307	0
P45985	308	1
P53667	309	1
Q14289	310	1
M0R0W6	311	0
A8K3B6	312	0
B4DV95	313	0
Q01538	314	0
P30291	315	1
P04629	316	0
P14616	317	0
P08069	318	0
P22607	319	0
P43403	320	0
P21802	321	0
P06213	322	0
Q05397	323	1
P35916	324	0
Q16620	325	0
B4DVP5	326	0
P42679	327	0
Q96CY4	328	0
P29376	329	0
H0YNK6	330	0
A0A024R906	331	0
Q07912	332	0
B6D4Y2	333	0
P54753	334	0
P54760	335	1
A0A024R8E2	336	0
P42684	337	1
O15146	338	0
Q12866	339	0
P21709	340	0
Q6ZWH5	341	0
Q15569	342	0
P09769	343	0
P07947	344	1
A0A0S2Z3Y8	345	0
P06241	346	1
P12931	347	1
Q13470	348	0
P51813	349	0
P54762	350	0
Q08881	351	0
P42681	352	0
Q06187	353	0
O60674	354	1
Q13882	355	0
Q504U8	356	0
P07949	357	0
Q9H3Y6	358	0
A0A0S2Z3Q6	359	0
P42680	360	0
A0A024R273	361	0
B4DSE0	362	0
A0A024QZA8	363	0
B7ZKJ3	364	0
P29322	365	0
A0A024R452	366	0
Q15303	367	0
P09619	368	0
P07333	369	0
P36888	370	0
A0A024R759	371	0
A0A024R7E4	372	0
P08922	373	0
Q08345	374	0
Q02763	375	0
E9PJX5	376	0
P08631	377	0
P07948	378	1
A0A024RDA0	379	0
P16234	380	0
B4E058	381	0
P16591	382	1
A0A024RD88	383	0
A0A0B4J1T8	384	0
P04626	385	1
A0A024R7M7	386	0
P07332	387	0
P23458	388	0
A0A140VJJ0	389	0
P17948	390	0
P42685	391	1
Q15375	392	0
O00418_S18	393	-0.03443082326717395
O00418_S435	394	0.009890800117098308
O00418_S441	395	0.18943857415946397
O00418_S445	396	0.13131585409417745
O00418_S462	397	-0.4916585871749213
O00418_S464	398	0.4732724224249001
O00418_S470	399	0.09560365932310155
O00418_S474	400	0.20735380738207
O00418_S477	401	-0.08874833870884657
O00418_S478	402	0.0051631249390009515
O00418_S70	403	0.7281144510184614
O00418_S72	404	0.4376477676643198
O00418_S74	405	1.6515272614798437
O00418_S78	406	1.7239196654578794
O00418_T348	407	-0.8366611597422295
O00418_T353	408	0.09244279434610014
O14578_S1432	409	-0.03603268880872079
O14578_S1906	410	0.33463456418316717
O14578_S1915	411	-0.10023668874640101
O14578_S1917	412	-1.740642623870622
O14578_S1920	413	-0.8674854186818006
O14578_S1971	414	-0.10586610647827044
O14578_S1993	415	0.22447191161927904
O14578_S436	416	-0.06787230899236363
O14578_S440	417	0.35843931562189013
O14578_S480	418	0.511822670585353
O14578_S582	419	-0.23298630007093912
O14578_T1306	420	0.8850805454622428
O14578_T1908	421	0.4086474032066292
O14578_T1916	422	0.6753219838468993
O14757_S280	423	0.5311703209639589
O14757_S284	424	0.8111138461765783
O14757_S288	425	0.24783453906016817
O14757_S296	426	2.0023897777683892
O14757_S316	427	-0.6763004938734678
O14757_S317	428	0.9016483917593714
O14757_T279	429	0.36949357689781337
O14874_S31	430	-0.10921023377018813
O14874_S33	431	-0.10852604977109337
O14874_T32	432	-0.5515549666215485
O14874_T35	433	-0.3125406152548962
O14874_T37	434	-0.5010571608563978
O14920_S670	435	0.26521469351335014
O14920_S672	436	-0.43084958890990066
O14976_S73	437	-0.16339690044553024
O14976_S770	438	0.1870813255755337
O14976_S778	439	1.6216934271912127
O14976_S780	440	1.864767538451236
O14976_S783	441	3.130445014559836
O14976_S784	442	2.5343739683922326
O14976_S785	443	1.5852364366070688
O14976_T776	444	1.6053741605126586
O15530_S22	445	0.6966803483000685
O15530_S241	446	0.5536005544364748
O15530_S25	447	0.2479810907226465
O15530_S27	448	1.0055263041422773
O15530_S35	449	1.9723437777027968
O15530_T245	450	-0.19754393746233312
O15530_T37	451	0.9012246253831346
O43318_S375	452	-0.035517775280967
O43318_S389	453	0.44989535735659913
O43318_S459	454	0.028356401784702
O43318_T415	455	0.28384048523524896
O43318_T444	456	0.1964323751689676
O43318_T446	457	-0.5615378758959295
O43318_T448	458	-0.09606842902408275
O43353_S176	459	-0.565641953559135
O43353_S178	460	0.34017644661040336
O43353_S345	461	0.6156013437813321
O43353_S355	462	0.6299590475149994
O43353_S357	463	0.488117706659585
O43353_S361	464	0.7411388844539353
O43353_S393	465	0.7559977902416506
O43353_T397	466	-0.6243354199288653
O43683_S596	467	0.7163973464291988
O43683_S602	468	-0.003230074568135066
O43683_S655	469	1.7713658365111211
O43683_T589	470	-0.12649835698019984
O43683_T601	471	0.2979233302468973
O60674_S523	472	0.30833170690370437
O75116_S1361	473	0.6973745291651028
O75116_S1362	474	-0.06736882681899381
O75116_S1374	475	-0.05813690490286305
O75385_S450	476	0.0162197987870929
O75385_S465	477	-0.05340405008050908
O75385_S469	478	-0.08668592304139011
O75385_S556	479	0.082476659977468
O75385_S561	480	-0.43501907033122045
O75385_S623	481	0.01835253026841599
O75385_S638	482	0.9345438166617548
O75385_S639	483	0.394651101407101
O75385_S758	484	-0.24650669796890767
O75385_T625	485	0.7813047623617653
O75385_T636	486	1.344954899674656
O75676_S343	487	-1.839278854777909
O75676_S347	488	0.5864938005490785
O75676_S681	489	-2.4069478501592396
O75676_S682	490	0.2274993890501662
O75676_S721	491	-0.22358257395257297
O75676_S737	492	1.4380880538087322
O75676_S745	493	-0.11754382577053235
O75676_T687	494	0.43427035183431606
O75676_T739	495	0.7636072153153659
O76039_S306	496	-0.1612013494468787
O76039_S308	497	-0.41381968672050107
O76039_S377	498	2.668793504145839e-4
O76039_S407	499	0.4618466547686495
O76039_S446	500	1.0346874304358202
O76039_S479	501	0.36280864396708523
O76039_S481	502	0.029816658540301688
O76039_S497	503	-0.11158319604326472
O76039_S641	504	0.04404708189657924
O76039_S646	505	0.6703876339588657
O76039_S681	506	0.4019826487144318
O76039_T381	507	-0.36421299596153567
O94804_S13	508	0.6508692219214538
O94804_S191	509	0.5353023181199976
O94804_S20	510	0.2007236285918257
O94804_S417	511	-0.1569968690700989
O94804_S438	512	-0.0028098360822816915
O94804_S450	513	0.07571042375194992
O94804_S454	514	-0.22985128904449326
O94804_S455	515	-0.21366470954166417
O94804_S514	516	0.23747741777093268
O94804_S942	517	-0.006578219253899675
O94804_S951	518	0.46849250171376866
O94804_S954	519	0.16312870509360167
O94804_T14	520	0.13039277910606728
O94804_T185	521	-0.05641700751135659
O94804_T459	522	-0.06430987246660003
O94804_T952	523	0.02701066104712524
O94921_S120	524	1.371210066752024
O94921_S123	525	-0.3160563544253705
O94921_S126	526	0.7623558830263004
O94921_S24	527	0.11508485640656652
O94921_S26	528	0.22433241225826883
O94921_S28	529	0.22589614361223376
O94921_S78	530	0.5654416970226528
O94921_S95	531	0.34945306419245803
O94921_T125	532	0.5329705633039357
O94921_T79	533	0.5969258463083484
O95382_S969	534	-0.8626817148334176
O95747_S324	535	0.15486178173633114
O95747_S325	536	-0.26952921204677693
O95747_S339	537	3.05872750188502
O95747_S347	538	1.6997538219615311
O95747_S359	539	-1.6566629646590592
O95747_S425	540	-0.06668836349319918
O95747_S427	541	-0.07669536553864376
O95747_T185	542	0.5154441011163495
O95747_T310	543	3.872107670140215
O95747_T331	544	3.1797008650966383
O95747_T417	545	-1.0799697360843137
O95819_S580	546	2.538392582199535
O95819_S585	547	3.247657185748966
O95819_S629	548	-3.68787363914187
O95819_S631	549	0.11963004716543679
O95819_S639	550	-0.13945556293148975
O95819_S649	551	1.1413952460784849
O95819_S677	552	0.509486305793045
O95819_S679	553	0.17066953018350084
O95819_S680	554	0.6520555959079672
O95819_S681	555	0.2408829214745829
O95819_S683	556	0.49347931510223475
O95819_S684	557	0.8301406073648518
O95819_S686	558	0.4150004961957503
O95819_S688	559	0.4759561317255123
O95819_S692	560	-0.7343016609131059
O95819_S696	561	0.6497323148332654
O95819_S700	562	0.4720020679298873
O95819_S712	563	0.45068813073140035
O95819_S715	564	0.28241424171601714
O95819_S800	565	0.5677777750143314
O95819_S801	566	0.4938647977673316
O95819_S805	567	0.6612697820005984
O95819_S830	568	3.488987087754353
O95819_S842	569	-0.5458438383030799
O95819_S852	570	0.6355974128271011
O95819_S900	571	-0.9100223823471065
O95819_S913	572	-0.5616763643377496
O95819_T576	573	-0.44253314036721214
O95819_T627	574	-0.4255451645859978
O95819_T628	575	0.027216766971484674
O95819_T834	576	0.029015574270712108
O95819_T846	577	-0.2038777516502872
O95835_S221	578	0.2971951545490654
O95835_S278	579	0.4026903563321511
O95835_S462	580	0.07542477557368166
O95835_S464	581	-2.959508776783082e-4
O95835_T209	582	0.3706343971491357
O96013_S104	583	0.07028040143659808
O96013_S148	584	-0.0676074139670515
O96013_S162	585	-0.5150144536021646
O96013_S181	586	-0.20141805359284604
O96013_S258	587	-0.5216993470161668
O96013_S267	588	-0.5446083174373353
O96013_S291	589	-0.24331610303073248
O96013_S474	590	0.21448162234079504
O96013_S97	591	-2.8773256216856
O96013_S99	592	-1.1437339441592158
O96013_T187	593	0.6026078520857503
O96013_T207	594	0.6553195770734366
O96013_T478	595	-0.35531633519096495
O96017_S120	596	0.5651778082564913
O96017_S260	597	-0.06254194976926541
O96017_S379	598	0.7974519064615677
O96017_S516	599	0.17835559150947944
O96017_S518	600	0.19130033944753677
O96017_T225	601	-0.31156517808319606
O96017_T517	602	0.28010959751260955
P04049_S220	603	0.1455843413833655
P04049_S227	604	0.10945541174136508
P04049_S228	605	0.079505553710284
P04049_S233	606	0.15862051266945798
P04049_S243	607	0.13909483902139996
P04049_S244	608	-0.24554205197716428
P04049_S257	609	-0.04379079840692768
P04049_S259	610	-0.049515398255589815
P04049_S283	611	-0.7343731580555328
P04049_S287	612	-0.7561358385292607
P04049_S289	613	0.04873555227314341
P04049_S29	614	0.17118526981501603
P04049_S294	615	-0.06043704249007931
P04049_S295	616	-1.0350956294636209
P04049_S296	617	0.2634434830543544
P04049_S301	618	-0.737339638038776
P04049_S306	619	-0.8656020592963642
P04049_S359	620	-0.021464799631633724
P04049_S43	621	1.2568618365111313
P04049_S494	622	0.3908226332919149
P04049_S497	623	0.09624647775220119
P04049_S499	624	0.10588604190319728
P04049_S619	625	-0.020562038775139513
P04049_S621	626	-0.01970021759699847
P04049_S642	627	0.1615972103431229
P04049_T234	628	0.6283315004774224
P04049_T239	629	0.13261097646933706
P04049_T242	630	0.11480733689090172
P04049_T258	631	-0.041970558486967846
P04049_T260	632	-0.04513677755960899
P04049_T268	633	-0.08814952803803422
P04049_T303	634	0.374453804014502
P04049_T31	635	0.6202515349293538
P04049_T638	636	0.8997598379072276
P04049_T640	637	1.0427274956278012
P04626_S1002	638	0.9395734136547986
P04626_S1054	639	-1.4234241683271236
P04626_S1073	640	-1.218478474969606
P04626_S1078	641	-0.5583642751014857
P04626_S1083	642	0.2700400802263232
P04626_S1100	643	-2.5830013073441886
P04626_S1107	644	0.32427442959939157
P04626_S1134	645	2.0912738502852513
P04626_S1151	646	-0.017677041659922565
P04626_S1174	647	0.6109290999563015
P04626_S1214	648	0.8471361159415007
P04626_S703	649	0.12947453368895978
P04626_S728	650	0.15376438292424588
P04626_S760	651	-0.4643009609263853
P04626_S998	652	-2.960079652601296
P04626_T1003	653	0.5763550998864471
P04626_T1060	654	-1.2078828366890892
P04626_T1103	655	-3.643985616275401
P04626_T1166	656	0.06965151980006112
P04626_T701	657	0.47274520888468174
P04626_T733	658	0.09775538030029729
P04626_T759	659	-0.17647738630649812
P04626_T875	660	0.5127459451858343
P05129_T512	661	0.10366052919590274
P05129_T514	662	0.15917876438878054
P05129_T518	663	0.10419027783419921
P05129_T655	664	-2.9072991669115744
P06241_S21	665	0.14381656085600802
P06241_T421	666	0.26359855356655437
P06493_T161	667	0.03219113035713406
P07947_S11	668	-0.6303204688594288
P07947_S40	669	0.5099134510674492
P07947_T21	670	-0.10010634891037817
P07947_T38	671	-0.5087706996844688
P07948_S11	672	-0.19104702864670386
P07948_S13	673	0.739630949199805
P07948_T398	674	0.3533073084153333
P12931_S17	675	-0.08976658341503096
P12931_S75	676	0.6729217548874029
P12931_T74	677	0.6428976948227678
P15056_S151	678	-0.10894144814650986
P15056_S363	679	0.46380892338712343
P15056_S365	680	0.4638091158531683
P15056_S419	681	0.3710266404121363
P15056_S446	682	2.426458043259169
P15056_S447	683	1.787436730468933
P15056_S727	684	-0.013800097206566164
P15056_S729	685	0.14004016583070822
P15056_T373	686	0.24307421620841652
P15056_T401	687	0.16904075933944185
P15056_T440	688	1.6552278997853378
P16591_S408	689	-0.04553030341306474
P16591_S411	690	-0.11872988828705466
P16591_T410	691	-0.06813403257679873
P17252_S226	692	0.3729124436886657
P17252_T11	693	1.7607520753644614
P17252_T228	694	0.3548986482512504
P17252_T495	695	0.5819648526632335
P17252_T497	696	0.5648244755357119
P17252_T501	697	0.5288833936512187
P19525_S33	698	0.7618468658822177
P19525_S456	699	1.805786668523293
P19525_S542	700	0.18409880709727489
P19525_S83	701	-0.44730316137686543
P19525_S92	702	-0.1205228130926006
P19525_S93	703	-0.26800154486316785
P19525_T537	704	-0.18589475495223517
P19525_T88	705	-0.1852882781620302
P23443_S427	706	-0.04924393437256569
P23443_S441	707	-0.19068558588363516
P23443_S447	708	-0.12794412093335694
P24723_T656	709	0.7220855006934332
P25098_S670	710	0.16134074677232846
P27361_T202	711	2.62764461730149
P27361_T207	712	0.748955104199668
P27448_S215	713	-0.36502874131401875
P27448_S378	714	-0.4440662749500959
P27448_S380	715	0.5527864056677014
P27448_S383	716	1.851361285607105
P27448_S391	717	-0.005072251934588934
P27448_S396	718	0.1389024636076428
P27448_S400	719	-0.44661325236534566
P27448_S419	720	0.8484927354682341
P27448_S42	721	-0.8811489015689098
P27448_S45	722	0.057065674615248696
P27448_S469	723	0.05645336142768542
P27448_S476	724	0.08931818674356862
P27448_S520	725	-0.3925201106640639
P27448_S543	726	-0.03139391094548216
P27448_S561	727	-0.002741412517334396
P27448_S563	728	0.4341835267521894
P27448_S583	729	0.5741214710752622
P27448_S585	730	0.009670210833055748
P27448_S598	731	0.0483762561951
P27448_S601	732	0.15307185691362513
P27448_T211	733	0.803200578315387
P27448_T507	734	0.04627340478376496
P27448_T536	735	-1.5093995078737699
P27448_T559	736	-1.9295250755463336
P27448_T564	737	0.41098341430511276
P27448_T602	738	-0.11136911613856526
P28482_T185	739	1.050393343346549
P28482_T190	740	1.0530514964509639
P30291_S136	741	0.11156118988543184
P30291_S137	742	0.09025923733916663
P30291_S139	743	0.3820633235394002
P30291_S150	744	0.08875987816853126
P31749_S122	745	0.7715230382021101
P31749_S124	746	0.9876580924957601
P31749_S126	747	2.057564115878014
P31751_S126	748	1.6316018149453733
P31751_S130	749	-0.09806890693394088
P31751_S34	750	0.6427683288133181
P31751_T309	751	1.1748904690354234
P31751_T313	752	1.8058289808361359
P33981_S281	753	-0.18373564849817647
P33981_S431	754	-0.16804195667189603
P33981_S433	755	0.12352273130650104
P33981_S440	756	-0.41546815427976647
P33981_S821	757	0.5794072319419659
P33981_S824	758	0.5494786822893367
P33981_T423	759	0.034564718453498955
P33981_T424	760	-0.19033201031403557
P33981_T441	761	0.47827590771063555
P36507_S23	762	0.3841458329806109
P36507_S26	763	0.5607119812210044
P36507_T13	764	0.34598471736360104
P36507_T17	765	0.35524413525176435
P36507_T25	766	0.342639824363701
P36507_T394	767	-0.04940395081594673
P36507_T396	768	0.2062184647322418
P36507_T398	769	-0.030906998391436957
P37173_S486	770	0.13954149147006412
P41279_S141	771	0.002050320244167736
P41743_S11	772	-1.2980155184261086
P41743_S19	773	-0.2638736810316562
P41743_S194	774	0.5951903911936007
P41743_S207	775	0.23435713234490052
P41743_S223	776	-0.3067075739771248
P41743_S226	777	-0.029476766007796584
P41743_S247	778	0.15182487065149886
P41743_S248	779	0.2672195042421226
P41743_S411	780	0.0040646029072668455
P41743_S7	781	-1.0255406195814647
P41743_T13	782	-0.4244446799934565
P41743_T187	783	0.22629716192729887
P41743_T3	784	-0.5839843345908857
P41743_T409	785	0.4641032606195523
P41743_T410	786	0.4576161180090992
P41743_T412	787	0.39821552887882206
P41743_T416	788	0.45801822943201387
P41743_T564	789	0.4822114057813316
P41743_T9	790	-1.8911352520833855
P42345_S2448	791	0.8231155927586187
P42345_S2450	792	0.9448915355055529
P42345_S2454	793	0.7571330836154999
P42345_S2481	794	0.9936631831917495
P42345_T2444	795	0.15777649981312436
P42684_S1054	796	0.4939373062165
P42684_S602	797	-1.2277292119558307
P42684_S604	798	-0.888559285820282
P42684_S618	799	0.4142241846925341
P42684_S620	800	0.26870424255374736
P42684_S631	801	-0.008257202720891144
P42684_S633	802	-0.15076194107822083
P42684_S634	803	0.02154259980281381
P42684_S655	804	0.8307277911741444
P42684_S671	805	0.06500875126253369
P42684_S71	806	0.25578694346136643
P42684_S72	807	0.37294707881017786
P42684_S781	808	0.3793102883052679
P42684_S783	809	0.011045433031068086
P42684_S817	810	-0.06434321847721236
P42684_S936	811	0.10025585744906529
P42684_T68	812	0.05633286972716611
P42684_T784	813	0.2524312663469992
P42684_T815	814	-0.11493939372148532
P42684_T938	815	0.09825125414613112
P42685_S37	816	0.7919069917811683
P45985_S394	817	1.2805969134940653
P45985_S80	818	-0.012577017124632661
P45985_T78	819	1.0386795415420966
P48729_T321	820	0.6658341334211517
P48729_T323	821	0.7445306319352589
P48730_S328	822	-0.37291747755702254
P48730_S331	823	-0.006449995775733797
P48730_S350	824	0.10609916427828026
P48730_S356	825	0.13451600446841994
P48730_S361	826	0.21660204603184852
P48730_S370	827	0.9234139759849356
P48730_S382	828	0.2883402621642439
P48730_S384	829	0.2609892194975938
P48730_T344	830	0.011670342536049816
P48730_T347	831	-1.256120509087955
P48730_T349	832	-0.18372316215253548
P48730_T352	833	0.16617200192803594
P48730_T355	834	-1.4421825062299227
P48730_T387	835	0.32262435032473213
P49137_S219	836	1.7560673650121466
P49137_S3	837	0.6828799932331986
P49137_S9	838	0.7048193799855298
P49137_T221	839	0.2132969161958016
P49137_T222	840	1.7705762937971325
P49137_T334	841	-0.029143496373833955
P49674_S363	842	-0.14651651484764727
P49674_T362	843	-0.07142917033993257
P49759_S140	844	-0.5595294170252334
P49759_T138	845	1.2211423638308236
P49760_S142	846	0.9598557894606365
P49760_S50	847	0.3381368181520159
P49760_S76	848	0.08444713099073375
P49840_S2	849	0.6442004579250113
P49840_S20	850	0.1106531608145005
P49840_S21	851	0.13088734014911196
P49840_S278	852	-0.7679957963970594
P49840_S282	853	-0.19588969128743372
P49840_S39	854	0.09177564110876446
P49840_S41	855	0.12052833337156699
P49840_T19	856	-0.146126431986076
P49841_S13	857	0.16765470501909974
P49841_S21	858	-2.1069584350036
P49841_S9	859	0.06694085877182943
P49841_T7	860	-0.022027943916231862
P50613_S164	861	-0.7229594689562298
P50613_T170	862	0.09731007515071077
P50750_T186	863	0.16131572964327745
P51812_S19	864	-0.43644660845059846
P51812_S21	865	1.0470881078442993
P51812_S227	866	0.38048319323089963
P51812_S369	867	0.7556476624624082
P51812_S386	868	-1.3437033978712005
P51812_S396	869	-0.10884893212440083
P51812_S715	870	0.09250582215830505
P51812_T231	871	0.2632488079428672
P51812_T365	872	0.03955848028440201
P51956_S355	873	-0.14625313927002992
P51957_S661	874	-0.2006526295087312
P51957_S662	875	-0.14931252046773302
P51957_S677	876	0.6674489976309843
P51957_S682	877	0.8862113208846996
P53350_T210	878	0.14582481240150535
P53350_T214	879	0.3068694561285188
P53355_S289	880	-0.09843795668566813
P53355_S308	881	0.30898045118984463
P53355_S319	882	0.7292817087638657
P53355_S333	883	-1.4286132986709994
P53355_S366	884	0.6237284738713154
P53355_S368	885	-0.15256158929938302
P53355_S696	886	0.7384685036721166
P53355_S698	887	0.2680827721839627
P53355_T336	888	0.37018424242323356
P53667_S296	889	-1.351786452801825
P53667_S298	890	-0.854719951204558
P53667_S302	891	-1.6979029712978004
P53667_S307	892	-2.4991256177938865
P53667_S310	893	-0.32851097727089495
P53671_S293	894	-0.6723785877323323
P53671_S298	895	-0.4784689387439016
P54760_S769	896	1.0786711804099482
P54760_S770	897	-0.6117375749479503
P54760_S970	898	0.34942030579077255
P54760_T976	899	0.18743134923072802
P54760_T980	900	4.729703398158591e-4
P78362_S10	901	1.663760677823488
P78362_S380	902	2.649552594293846
P78362_S496	903	0.03518644572806906
P78362_S52	904	3.840297315733954
P78362_T498	905	0.21857393332653352
P78527_S2612	906	-0.6652322031567
P78527_S2624	907	0.08217196243439062
P78527_S2672	908	-1.0704492090533169
P78527_S2677	909	-1.7315988287361002
P78527_S3205	910	0.8125637807724555
P78527_S4026	911	-0.8533905227296916
P78527_T3198	912	1.0098397693663674
Q00536_S110	913	-0.6084730566527963
Q00536_S119	914	0.11114197772860912
Q00536_S12	915	0.2623732027108563
Q00536_S138	916	0.2944431994434549
Q00536_S153	917	0.30293917202005893
Q00536_S155	918	0.38938011532978223
Q00536_S478	919	0.6287744524773977
Q00536_S480	920	1.4876200398492934
Q00536_S95	921	0.5369539637762024
Q00536_T111	922	-0.39235363044759985
Q00536_T14	923	-0.10740138760556839
Q00537_S122	924	0.5822108836527047
Q00537_S137	925	0.1066001977168547
Q00537_S146	926	0.23281145216521537
Q00537_S165	927	-0.5585620397759339
Q00537_S180	928	0.16805268916848703
Q00537_S182	929	0.2650127742779844
Q00537_T124	930	1.8949668580204264
Q02156_S368	931	-0.31690441997985097
Q02750_S222	932	0.35428252803496463
Q02750_S298	933	0.7713975884687247
Q02750_S299	934	0.6817482793619014
Q02750_S304	935	0.8233444704205013
Q02750_T226	936	0.47515391713386634
Q02750_T292	937	0.38498989115693405
Q02750_T386	938	0.17748253706769823
Q04759_S676	939	0.04468513158068177
Q04759_S695	940	0.8779504436842274
Q05397_S29	941	0.1302836900459141
Q05397_S390	942	2.8083760965940527
Q05397_S716	943	0.801878185989473
Q05397_S722	944	0.7481270307750467
